iter	RMSE
306	475.1775404
307	473.7349441
308	470.6203743
309	469.224996
310	468.0939838
311	467.2478932
312	465.7262556
313	464.447075
314	463.8689939
315	462.0717958
316	461.2557498
317	460.8080688
318	459.5693321
319	458.5566854
320	455.7061591
321	454.1473853
322	452.5477451
323	451.1959694
324	449.8808279
325	448.6890944
326	446.2206194
327	444.7890171
328	442.5636221
329	440.198367
330	439.2486653
331	437.4399808
332	436.2693966
333	434.5024649
334	433.7464038
335	432.5204825
336	430.6984378
337	429.5984465
338	428.746034
339	427.488753
340	425.830777
341	424.4047336
342	423.2022989
343	422.5951178
344	420.4796393
345	420.4053837
346	419.3514002
347	417.7268879
348	417.6585215
349	416.1840789
350	414.5621367
351	413.3816204
352	412.4109893
353	410.8903538
354	409.7135939
355	409.0368277
356	407.6887612
357	406.3853997
358	405.658118
359	404.0775486
360	403.4062421
361	402.8798577
362	402.8483664
363	402.340373
364	400.3543002
365	399.6552552
366	399.1656719
367	398.6856131
368	397.5304728
369	396.4929119
370	394.9889864
371	392.903627
372	391.0215808
373	389.3306138
374	387.8772908
375	386.0031688
376	384.9118033
377	384.3637341
378	383.562239
379	382.4511547
380	381.1269077
381	379.9428096
382	378.5094108
383	377.8892116
384	376.5439996
385	375.1515778
386	374.1733136
387	373.6696604
388	372.9732538
389	371.9317364
390	370.8582441
391	369.5981767
392	369.2226948
393	368.704848
394	367.3454208
395	366.6271458
396	365.9847968
397	364.8548248
398	363.9240834
399	362.1898006
400	361.2589448
401	360.5796933
402	360.2144929
403	359.7205953
404	358.989624
405	357.8548075
406	356.8562724
407	355.4923697
408	354.6974842
409	352.8728886
410	352.217171
411	351.1894025
412	350.4651266
413	349.1475194
414	348.7311488
415	347.4875289
416	346.1110741
417	345.1035491
418	344.2885459
419	342.9861695
420	342.5914898
421	342.1205515
422	341.1760843
423	341.0860343
424	339.7015216
425	338.7451625
426	337.719621
427	337.0427871
428	336.3629117
429	336.1804515
430	335.0034111
431	333.9490653
432	333.5852808
433	332.2461521
434	331.4554183
435	330.0872117
436	329.6602075
437	328.9369103
438	328.0933006
439	327.1349818
440	326.8664152
441	326.2530424
442	324.8233243
443	324.4342214
444	322.5962826
445	322.0337431
446	321.4661713
447	320.6797167
448	319.2181933
449	318.4480447
450	317.7681639
451	317.0978089
452	316.7570875
453	315.7065725
454	314.9911006
455	314.7724257
456	313.5164704
457	313.0428938
458	312.4388889
459	310.6145092
460	309.8538425
461	309.0500997
462	308.3498085
463	307.4091259
464	306.5995093
465	305.9316942
466	304.9447024
467	303.6360411
468	303.2749543
469	302.4101871
470	302.114559
471	300.7268743
472	300.5556069
473	300.2598917
474	299.9864512
475	298.9445365
476	298.3886801
477	297.5975414
478	296.2039446
479	295.3077049
480	294.2775565
481	293.2098146
482	292.1018819
483	290.2367047
484	289.7845673
485	288.8431342
486	288.3589423
487	287.7347969
488	286.7969913
489	286.0665051
490	285.469102
491	285.0861633
492	284.4011518
493	283.6014141
494	282.6700289
495	281.6302787
496	280.7929216
497	280.0718731
498	279.6674123
499	278.209108
