iter	RMSE
306	523.3322234
307	521.3069429
308	520.3532496
309	517.6908808
310	515.4083255
311	513.896364
312	512.1745992
313	510.8804263
314	509.8438972
315	508.8221447
316	507.0096766
317	505.2412256
318	504.2002305
319	503.2292137
320	502.247483
321	500.6725988
322	499.1663474
323	496.9608322
324	494.9441838
325	494.0701583
326	492.889421
327	491.7703052
328	490.2141209
329	489.1011153
330	488.10696
331	486.8304016
332	486.6455816
333	484.1593583
334	482.628805
335	481.0620026
336	479.3049884
337	477.4539703
338	476.914791
339	476.7722589
340	476.1463603
341	475.3857226
342	473.6384039
343	472.7793217
344	472.5254495
345	471.8767248
346	470.1694993
347	469.1691757
348	468.1027494
349	466.3152933
350	465.1599129
351	463.3220739
352	461.7906739
353	460.7978128
354	459.7762332
355	459.5693546
356	458.6366391
357	456.8927394
358	455.7860642
359	455.613301
360	455.3217489
361	455.122797
362	453.8440826
363	451.8406909
364	450.6234231
365	449.5781549
366	449.3256716
367	448.6827833
368	447.3037813
369	445.1137372
370	443.6941459
371	443.0452261
372	442.1307516
373	441.3480443
374	439.8606367
375	438.7682507
376	437.6968957
377	436.7448638
378	435.2082245
379	434.1978383
380	433.3331157
381	432.5462019
382	431.4746696
383	430.994192
384	430.0452093
385	428.351609
386	427.1389134
387	426.8235411
388	426.0812234
389	425.7233457
390	424.7665816
391	422.6858218
392	422.3380216
393	420.9040297
394	419.5499364
395	418.41933
396	417.2972633
397	415.2748857
398	414.7895115
399	413.4878743
400	412.275982
401	411.159027
402	410.3377483
403	409.3570662
404	408.5022429
405	407.2244512
406	406.7373756
407	405.6806217
408	405.3775322
409	404.4005464
410	403.3714106
411	402.1865026
412	401.5565314
413	400.7375609
414	400.5570211
415	399.787434
416	398.961297
417	397.6754951
418	397.2391878
419	395.3576892
420	394.0098974
421	393.0255048
422	392.2775092
423	392.020379
424	390.8702159
425	390.0550231
426	389.8861378
427	388.9930395
428	388.8753655
429	388.7524949
430	388.0030923
431	386.9697894
432	386.5414972
433	386.2023994
434	385.3926979
435	384.4332492
436	383.8402117
437	383.1796666
438	383.0449869
439	382.5616284
440	381.2297457
441	380.5403582
442	379.605863
443	379.0366965
444	378.6659852
445	378.2034065
446	377.105636
447	376.2878329
448	374.8734344
449	373.9132696
450	373.2498806
451	372.8227142
452	371.8040402
453	371.5593138
454	370.402693
455	369.3992553
456	368.4811341
457	367.6941528
458	367.2883454
459	367.0509713
460	366.8033107
461	365.8145618
462	364.7079734
463	364.4275871
464	363.8663172
465	363.5419941
466	362.8337974
467	361.6868499
468	361.4644088
469	361.3368707
470	361.0090633
471	360.8943059
472	359.975629
473	359.7409103
474	359.4525674
475	358.9462804
476	358.7377912
477	358.41272
478	356.9348624
479	355.9290492
480	354.613488
481	354.2952367
482	353.0839623
483	351.9464893
484	351.630956
485	351.1501031
486	350.8306608
487	349.8149656
488	349.5589568
489	348.7646716
490	348.2873478
491	347.3625042
492	346.9210165
493	346.3249309
494	345.4752668
495	344.6863921
496	343.9072783
497	343.6846756
498	342.8759723
499	342.7106674
